timestamp,cpu_utilization,network_in,network_out,memory_usage,requests,error_rate,storage_free,billing_rate,cost_per_hour
2026-03-22T17:50:00+00:00,14.5503,10.0,167.04,11.57,598.9309,0.1642,14.91,1.6623,0.085833
2026-03-22T17:55:00+00:00,5.5996,12.54,97.13,20.4,631.44,1.9854,15.35,1.5081,0.085833
2026-03-22T18:00:00+00:00,11.0189,10.0,126.51,23.02,638.8406,1.1168,15.24,1.3687,0.085833
2026-03-22T18:05:00+00:00,0.1,10.0,92.06,8.72,168.8945,5.1021,14.85,0.814,0.085833
2026-03-22T18:10:00+00:00,12.0703,10.0,139.75,15.93,322.4382,1.3515,15.09,0.853,0.085833
2026-03-22T18:15:00+00:00,15.3729,10.0,91.87,19.27,262.7696,1.8936,14.83,0.3641,0.085833
2026-03-22T18:20:00+00:00,9.1196,10.0,90.28,16.21,796.7863,6.9508,14.95,1.2701,0.085833
2026-03-22T18:25:00+00:00,21.6992,10.0,140.45,17.93,933.525,1.6105,15.08,1.4126,0.085833
2026-03-22T18:30:00+00:00,5.5126,10.0,115.32,6.09,0.1,3.1123,15.17,1.4371,0.085833
2026-03-22T18:35:00+00:00,12.1046,10.0,33.71,19.28,911.2037,3.2926,15.13,1.2826,0.085833
2026-03-22T18:40:00+00:00,10.5851,10.0,55.23,12.0,541.6803,3.4628,14.96,1.0338,0.085833
2026-03-22T18:45:00+00:00,10.1982,10.0,69.28,17.85,773.18,2.579,15.45,0.9107,0.085833
2026-03-22T18:50:00+00:00,10.1141,10.0,81.34,21.84,646.6168,2.3877,14.88,0.8324,0.085833
2026-03-22T18:55:00+00:00,11.4426,10.0,140.5,20.08,880.0988,2.2007,14.63,1.031,0.085833
2026-03-22T19:00:00+00:00,16.1331,10.0,132.62,18.07,581.9764,0.848,14.67,0.7907,0.085833
2026-03-22T19:05:00+00:00,19.3118,10.0,171.21,20.12,188.6772,2.651,15.24,1.6109,0.085833
2026-03-22T19:10:00+00:00,11.0318,11.97,156.96,20.44,503.122,6.0573,14.93,0.6934,0.085833
2026-03-22T19:15:00+00:00,15.9372,10.0,171.51,26.09,658.4548,4.4214,14.98,1.025,0.085833
2026-03-22T19:20:00+00:00,6.8347,10.0,150.38,15.39,475.5505,2.6078,14.84,0.5032,0.085833
2026-03-22T19:25:00+00:00,15.6411,10.0,132.2,16.77,693.9737,3.7117,14.86,1.1731,0.085833
2026-03-22T19:30:00+00:00,6.4734,10.0,172.77,22.15,513.1164,0.2616,14.79,1.0834,0.085833
2026-03-22T19:35:00+00:00,17.5893,10.0,164.56,12.19,380.6634,1.479,15.04,0.9771,0.085833
2026-03-22T19:40:00+00:00,24.3092,10.0,139.79,6.28,258.0462,3.8957,14.93,0.8043,0.085833
2026-03-22T19:45:00+00:00,10.3128,10.78,180.6,19.08,431.5869,4.9743,15.03,1.0848,0.085833
2026-03-22T19:50:00+00:00,0.1,10.0,15.67,14.18,580.6837,0.4583,15.02,0.9208,0.085833
2026-03-22T19:55:00+00:00,7.7569,10.0,109.39,7.17,39.6928,1.0328,14.86,1.043,0.085833
2026-03-22T20:00:00+00:00,19.1559,10.24,111.73,19.79,362.4938,6.3628,14.66,1.6833,0.085833
2026-03-22T20:05:00+00:00,15.0831,10.0,178.24,26.3,58.3399,2.1925,14.64,1.1477,0.085833
2026-03-22T20:10:00+00:00,13.2581,10.0,197.33,4.88,403.2442,5.6467,15.55,1.2559,0.085833
2026-03-22T20:15:00+00:00,17.8166,10.0,59.54,23.44,856.8416,2.4137,15.24,0.9567,0.085833
2026-03-22T20:20:00+00:00,14.6713,10.0,190.02,0.1,260.9838,2.4924,15.21,0.8607,0.085833
2026-03-22T20:25:00+00:00,19.071,10.0,72.25,13.48,733.3028,1.389,14.81,1.0892,0.085833
2026-03-22T20:30:00+00:00,17.2812,10.0,73.63,29.17,1269.7192,3.8851,14.95,1.8473,0.085833
2026-03-22T20:35:00+00:00,20.8948,10.0,114.99,13.99,920.8974,4.7156,14.78,1.0098,0.085833
2026-03-22T20:40:00+00:00,13.9174,10.0,111.16,16.91,590.8912,0.07,14.68,1.2045,0.085833
2026-03-22T20:45:00+00:00,17.1962,10.55,54.61,21.62,772.1215,1.2951,14.83,0.8476,0.085833
2026-03-22T20:50:00+00:00,9.9219,10.0,155.31,4.27,215.0922,3.8302,15.21,0.2695,0.085833
2026-03-22T20:55:00+00:00,8.1559,10.0,156.65,16.79,164.1592,1.7409,15.11,0.8591,0.085833
2026-03-22T21:00:00+00:00,23.1494,10.0,178.57,17.78,609.1846,1.0132,14.75,1.8294,0.085833
2026-03-22T21:05:00+00:00,14.2061,10.0,110.74,30.37,701.6627,4.0191,14.88,1.2938,0.085833
2026-03-22T21:10:00+00:00,17.7381,12.91,128.7,8.68,875.6112,4.2069,15.1,1.6074,0.085833
2026-03-22T21:15:00+00:00,13.6513,11.03,129.12,14.66,459.8196,1.1007,14.83,1.0108,0.085833
2026-03-22T21:20:00+00:00,9.3897,10.0,207.48,10.83,650.359,2.4247,14.96,0.4081,0.085833
2026-03-22T21:25:00+00:00,12.9747,14.22,10.0,10.09,641.788,0.4169,15.03,0.7825,0.085833
2026-03-22T21:30:00+00:00,21.5248,10.0,86.87,25.22,569.1616,0.209,15.02,1.2343,0.085833
2026-03-22T21:35:00+00:00,16.2403,10.0,130.76,17.52,583.8914,2.2483,15.0,1.1864,0.085833
2026-03-22T21:40:00+00:00,2.64,10.0,81.0,13.44,388.334,2.0628,14.81,1.112,0.085833
2026-03-22T21:45:00+00:00,11.6174,10.0,118.72,13.71,671.937,0.0662,14.83,0.9561,0.085833
2026-03-22T21:50:00+00:00,23.6026,10.0,124.75,13.39,650.7726,0.5681,14.72,1.3971,0.085833
2026-03-22T21:55:00+00:00,11.6261,10.0,100.51,14.02,492.0072,0.1301,14.63,0.9647,0.085833
2026-03-22T22:00:00+00:00,3.5971,11.49,139.74,9.85,826.4436,2.9101,14.92,1.2323,0.085833
2026-03-22T22:05:00+00:00,25.7583,12.81,165.44,16.89,916.9579,1.9353,15.11,1.1986,0.085833
2026-03-22T22:10:00+00:00,18.4944,10.0,126.03,16.19,829.3441,0.0232,14.67,1.0294,0.085833
2026-03-22T22:15:00+00:00,13.9799,10.0,116.13,13.4,399.3892,1.7259,15.0,0.8756,0.085833
2026-03-22T22:20:00+00:00,12.1715,10.0,129.24,19.79,684.9114,2.838,15.1,1.0118,0.085833
2026-03-22T22:25:00+00:00,20.8941,11.03,136.46,20.38,432.1421,1.6055,14.58,1.7021,0.085833
2026-03-22T22:30:00+00:00,11.1481,10.0,57.44,14.8,684.1387,2.0635,14.89,1.4737,0.085833
2026-03-22T22:35:00+00:00,21.2895,10.0,157.85,17.69,433.1158,5.279,15.27,1.4461,0.085833
2026-03-22T22:40:00+00:00,17.6532,13.47,116.23,33.81,979.2908,5.3469,15.05,0.9041,0.085833
2026-03-22T22:45:00+00:00,15.8681,10.0,194.33,33.54,855.8329,1.6118,14.57,0.7087,0.085833
2026-03-22T22:50:00+00:00,15.2731,10.0,163.75,11.32,948.2473,2.5968,15.08,1.4689,0.085833
2026-03-22T22:55:00+00:00,13.3502,12.58,190.16,12.3,922.9305,0.0221,14.79,1.4114,0.085833
2026-03-22T23:00:00+00:00,22.4103,10.0,98.03,12.88,659.8807,0.3863,15.08,1.2101,0.085833
2026-03-22T23:05:00+00:00,10.9444,10.0,127.2,27.69,621.1282,1.7731,14.81,1.0578,0.085833
2026-03-22T23:10:00+00:00,6.405,11.74,87.48,17.5,1162.9616,4.4566,14.93,0.7298,0.085833
2026-03-22T23:15:00+00:00,19.8231,16.86,111.98,21.97,686.2508,3.1993,14.84,1.4292,0.085833
2026-03-22T23:20:00+00:00,19.9239,16.29,201.23,34.27,388.8855,0.5697,14.94,1.5248,0.085833
2026-03-22T23:25:00+00:00,19.0179,11.74,211.96,20.22,979.3974,3.4101,14.83,0.9652,0.085833
2026-03-22T23:30:00+00:00,18.5829,12.11,91.78,25.24,763.4746,2.4874,14.9,0.9402,0.085833
2026-03-22T23:35:00+00:00,14.2133,13.3,123.23,23.93,1104.0167,0.4941,14.71,1.5413,0.085833
2026-03-22T23:40:00+00:00,20.8614,10.0,140.66,16.17,788.2731,0.3522,15.04,0.9764,0.085833
2026-03-22T23:45:00+00:00,15.8632,12.77,170.84,27.71,722.5303,2.1566,14.98,1.7027,0.085833
2026-03-22T23:50:00+00:00,13.2138,10.0,63.88,14.34,1109.0609,1.5943,14.62,1.1362,0.085833
2026-03-22T23:55:00+00:00,14.2652,11.59,71.04,29.67,342.9141,1.7171,15.14,1.053,0.085833
2026-03-23T00:00:00+00:00,30.1238,11.18,174.33,17.89,653.6594,1.6506,14.91,1.2135,0.32625
2026-03-23T00:05:00+00:00,7.5901,13.8,63.12,18.65,578.1593,2.0448,14.97,1.084,0.32625
2026-03-23T00:10:00+00:00,20.9987,12.43,131.63,14.38,251.2301,3.0803,15.1,1.5379,0.32625
2026-03-23T00:15:00+00:00,7.9253,10.0,159.39,15.53,1018.2941,2.2987,15.01,1.4657,0.32625
2026-03-23T00:20:00+00:00,17.3506,12.64,170.95,19.01,660.6454,1.4313,15.18,1.5264,0.32625
2026-03-23T00:25:00+00:00,15.3982,14.31,145.54,4.98,1026.342,2.8035,14.88,1.2554,0.32625
2026-03-23T00:30:00+00:00,5.4898,13.61,135.32,20.37,897.2716,3.6522,15.15,1.0631,0.32625
2026-03-23T00:35:00+00:00,20.3342,11.63,190.51,18.44,951.7856,0.8879,14.97,1.1973,0.32625
2026-03-23T00:40:00+00:00,15.7198,17.91,165.01,27.53,686.1501,1.8812,15.04,1.0723,0.32625
2026-03-23T00:45:00+00:00,5.4048,13.12,122.5,24.96,608.938,4.3238,15.02,1.64,0.32625
2026-03-23T00:50:00+00:00,23.0374,13.58,153.72,17.05,822.4402,0.2055,15.19,1.5007,0.32625
2026-03-23T00:55:00+00:00,26.61,15.76,169.47,18.79,1029.792,5.6094,15.09,1.1725,0.32625
2026-03-23T01:00:00+00:00,28.8042,14.86,238.22,22.07,859.8738,0.6783,14.85,0.9531,0.32625
2026-03-23T01:05:00+00:00,22.0172,10.32,195.72,34.11,696.9853,1.3093,14.81,1.6933,0.32625
2026-03-23T01:10:00+00:00,20.1398,10.0,215.25,17.95,572.7148,0.0996,14.93,1.2721,0.32625
2026-03-23T01:15:00+00:00,27.8324,11.84,132.02,18.67,923.5101,6.3759,14.79,1.192,0.32625
2026-03-23T01:20:00+00:00,29.9578,16.29,135.97,15.81,733.9524,0.9933,14.73,1.696,0.32625
2026-03-23T01:25:00+00:00,26.6649,12.28,149.13,13.33,854.5342,0.9983,14.52,1.0781,0.32625
2026-03-23T01:30:00+00:00,14.2143,16.44,153.32,25.86,812.7746,1.2585,14.63,1.1354,0.32625
2026-03-23T01:35:00+00:00,21.0716,14.09,113.9,25.13,761.3616,2.1912,15.34,1.1618,0.32625
2026-03-23T01:40:00+00:00,22.5006,18.19,217.59,32.69,945.9202,1.3431,14.81,0.8361,0.32625
2026-03-23T01:45:00+00:00,9.0058,12.49,200.15,31.0,1011.0954,1.7342,15.32,1.3258,0.32625
2026-03-23T01:50:00+00:00,22.6797,15.24,145.93,40.49,1363.7891,5.0584,15.02,1.0024,0.32625
2026-03-23T01:55:00+00:00,33.5014,15.37,189.13,23.19,1061.9613,2.1143,14.93,1.0598,0.32625
2026-03-23T02:00:00+00:00,25.4396,20.41,177.36,23.48,1338.4206,2.0356,14.64,1.0487,0.32625
2026-03-23T02:05:00+00:00,30.4405,10.0,200.02,16.2,735.3499,4.0771,14.94,1.0839,0.32625
2026-03-23T02:10:00+00:00,22.6975,13.35,105.9,30.18,539.7638,4.6181,15.32,1.0083,0.32625
2026-03-23T02:15:00+00:00,21.1607,18.05,160.56,26.13,936.3924,1.6246,15.25,1.3342,0.32625
2026-03-23T02:20:00+00:00,23.8876,20.57,164.55,29.86,1154.5068,3.6325,14.99,1.2133,0.32625
2026-03-23T02:25:00+00:00,16.705,15.86,195.64,17.33,1115.2904,0.2031,14.71,1.2744,0.32625
2026-03-23T02:30:00+00:00,15.8173,13.95,138.54,27.76,1242.8454,3.5347,14.75,1.9661,0.32625
2026-03-23T02:35:00+00:00,29.1978,17.73,53.2,26.74,305.8637,0.855,14.77,1.2133,0.32625
2026-03-23T02:40:00+00:00,29.8341,18.13,117.87,26.27,1253.2442,0.3694,15.19,1.4415,0.32625
2026-03-23T02:45:00+00:00,15.6534,13.71,164.42,20.52,1023.8657,1.6288,15.27,1.4756,0.32625
2026-03-23T02:50:00+00:00,27.408,16.19,170.11,33.63,553.9967,4.8009,14.98,1.2411,0.32625
2026-03-23T02:55:00+00:00,21.0782,19.25,243.98,39.65,1120.8822,2.362,14.88,1.3421,0.32625
2026-03-23T03:00:00+00:00,25.13,23.05,200.07,18.89,1040.3605,4.993,15.25,1.2911,0.32625
2026-03-23T03:05:00+00:00,25.8525,18.92,177.21,31.71,1093.2972,0.5025,14.74,1.3456,0.32625
2026-03-23T03:10:00+00:00,29.0573,16.4,172.02,6.52,1247.7672,4.0957,14.95,1.1089,0.32625
2026-03-23T03:15:00+00:00,23.5875,16.05,223.85,31.35,1105.5587,0.6957,15.03,1.1366,0.32625
2026-03-23T03:20:00+00:00,31.5521,18.25,146.59,13.58,629.7836,2.4507,14.77,1.2899,0.32625
2026-03-23T03:25:00+00:00,24.9476,15.83,167.1,22.99,962.2333,2.4334,14.81,0.6933,0.32625
2026-03-23T03:30:00+00:00,26.8363,16.93,123.83,17.48,593.5786,3.323,14.8,1.7337,0.32625
2026-03-23T03:35:00+00:00,18.0916,12.43,238.2,25.16,1160.2554,2.5015,15.22,1.9331,0.32625
2026-03-23T03:40:00+00:00,170.5571,659.71,1140.0,100.0,13284.0137,61.8958,12.49,26.3408,0.32625
2026-03-23T03:45:00+00:00,100.2488,313.09,819.67,66.09,5542.7015,59.4487,13.79,23.9319,0.32625
2026-03-23T03:50:00+00:00,146.6062,524.49,1140.0,100.0,9263.873,84.7958,12.43,35.9155,0.32625
2026-03-23T03:55:00+00:00,51.0115,419.82,1119.9,100.0,6146.1706,149.0158,13.41,14.0325,0.32625
2026-03-23T04:00:00+00:00,102.937,866.33,1140.0,100.0,10323.1504,83.2549,12.38,35.1673,0.32625
2026-03-23T04:05:00+00:00,115.0852,379.82,839.38,100.0,8674.8304,145.4086,12.43,17.81,0.32625
2026-03-23T04:10:00+00:00,124.1003,471.68,1064.92,100.0,9280.4079,105.2342,13.56,39.6656,0.32625
2026-03-23T04:15:00+00:00,33.8515,269.22,771.59,81.02,6667.2219,32.7505,12.35,13.797,0.32625
2026-03-23T04:20:00+00:00,123.8829,628.07,988.13,100.0,11087.9484,58.2143,12.93,26.709,0.32625
2026-03-23T04:25:00+00:00,100.7985,226.59,1136.44,100.0,13196.2358,154.9472,12.81,25.0402,0.32625
2026-03-23T04:30:00+00:00,169.2102,468.65,911.18,100.0,8224.0441,111.8174,11.96,42.3184,0.32625
2026-03-23T04:35:00+00:00,115.4064,877.13,1140.0,100.0,14085.7386,155.4295,12.56,23.3291,0.32625
2026-03-23T04:40:00+00:00,63.9369,323.46,640.52,81.82,7370.6006,76.1855,12.67,17.2986,0.32625
2026-03-23T04:45:00+00:00,110.1488,309.94,863.66,100.0,10485.8433,127.3629,14.06,21.8698,0.32625
2026-03-23T04:50:00+00:00,47.995,289.33,715.67,50.11,5320.4558,133.1507,13.18,15.1197,0.32625
2026-03-23T04:55:00+00:00,49.8604,317.14,869.24,78.33,4856.2863,160.1598,14.2,15.6013,0.32625
2026-03-23T05:00:00+00:00,105.2292,614.95,1140.0,100.0,7601.5024,34.6959,13.3,20.577,0.32625
2026-03-23T05:05:00+00:00,135.8196,739.01,1140.0,100.0,7519.1365,156.9064,13.37,10.2163,0.32625
2026-03-23T05:10:00+00:00,80.1153,604.13,1140.0,100.0,10557.5199,83.2061,13.02,32.2264,0.32625
2026-03-23T05:15:00+00:00,74.678,528.03,1140.0,100.0,13348.8653,144.7241,12.41,24.3419,0.32625
2026-03-23T05:20:00+00:00,138.0731,635.14,926.63,100.0,13442.112,105.8158,13.39,32.0739,0.32625
2026-03-23T05:25:00+00:00,102.4724,489.29,1111.68,100.0,9495.8695,106.3621,12.53,28.4439,0.32625
2026-03-23T05:30:00+00:00,57.5631,238.99,696.3,100.0,5628.5613,80.3846,12.05,17.7857,0.32625
2026-03-23T05:35:00+00:00,42.8726,237.11,677.41,93.84,6753.008,142.5631,13.71,20.1279,0.32625
2026-03-23T05:40:00+00:00,89.071,345.84,1140.0,100.0,8101.6107,68.3186,12.5,10.2466,0.32625
2026-03-23T05:45:00+00:00,123.908,483.12,1024.77,100.0,12999.6673,98.6776,13.97,31.0977,0.32625
2026-03-23T05:50:00+00:00,73.7009,218.11,382.38,69.26,5838.5153,107.7148,12.4,12.1963,0.32625
2026-03-23T05:55:00+00:00,80.1685,497.54,1140.0,100.0,9086.6771,130.2743,12.38,27.3675,0.32625
2026-03-23T06:00:00+00:00,155.7545,404.25,1068.74,100.0,10798.7526,95.7633,14.1,27.6504,0.32625
2026-03-23T06:05:00+00:00,52.4959,110.88,538.45,71.55,6397.6349,121.6567,13.23,15.5644,0.32625
2026-03-23T06:10:00+00:00,76.051,342.19,716.42,100.0,9245.6268,96.6165,12.01,18.5959,0.32625
2026-03-23T06:15:00+00:00,175.1123,552.82,1140.0,100.0,9224.0154,121.191,13.35,22.175,0.32625
2026-03-23T06:20:00+00:00,116.8553,465.63,1140.0,100.0,11994.3999,121.8229,11.88,21.8927,0.32625
2026-03-23T06:25:00+00:00,68.1363,487.08,765.88,100.0,7418.2296,129.3716,12.51,10.1176,0.32625
2026-03-23T06:30:00+00:00,120.335,521.99,1140.0,100.0,10033.8891,143.7528,13.82,23.612,0.32625
2026-03-23T06:35:00+00:00,114.7519,486.11,1140.0,100.0,8169.3731,103.679,12.33,12.6391,0.32625
2026-03-23T06:40:00+00:00,168.6274,592.94,742.84,90.17,12049.9828,57.3099,12.78,18.3661,0.32625
2026-03-23T06:45:00+00:00,66.9232,392.27,1140.0,100.0,9275.3998,124.0929,13.24,18.6126,0.32625
2026-03-23T06:50:00+00:00,104.0463,416.89,1140.0,100.0,7112.0189,41.6037,11.71,25.7247,0.32625
2026-03-23T06:55:00+00:00,92.4311,425.83,317.74,100.0,10557.3562,59.8276,13.19,19.6068,0.32625
2026-03-23T07:00:00+00:00,19.0372,15.04,176.92,32.35,1076.2508,2.4425,15.06,1.1663,0.32625
2026-03-23T07:05:00+00:00,24.6206,18.41,148.58,36.26,943.9209,2.3057,14.67,1.0317,0.32625
2026-03-23T07:10:00+00:00,24.9866,16.95,169.29,19.91,936.2697,3.3917,14.81,1.2208,0.32625
2026-03-23T07:15:00+00:00,31.7959,14.39,162.29,27.49,820.1173,4.7933,14.93,1.0692,0.32625
2026-03-23T07:20:00+00:00,32.1992,21.37,218.38,36.92,635.2305,1.9475,14.69,1.2971,0.32625
2026-03-23T07:25:00+00:00,22.9794,19.33,176.23,22.16,1239.8092,6.5608,14.53,0.8595,0.32625
2026-03-23T07:30:00+00:00,23.6709,16.18,139.83,35.13,1565.6808,2.4649,14.9,1.5263,0.32625
2026-03-23T07:35:00+00:00,28.9404,18.32,173.51,33.51,666.0554,0.6204,15.05,1.1458,0.32625
2026-03-23T07:40:00+00:00,21.4435,17.49,204.84,30.3,832.8523,0.8759,15.05,1.4288,0.32625
2026-03-23T07:45:00+00:00,28.4865,14.67,127.39,26.07,1258.355,1.2545,15.11,1.5821,0.32625
2026-03-23T07:50:00+00:00,24.4272,18.05,106.3,21.47,1059.05,3.1843,14.62,1.4143,0.32625
2026-03-23T07:55:00+00:00,19.1383,15.56,272.23,40.8,1279.064,0.1055,14.94,1.5556,0.32625
2026-03-23T08:00:00+00:00,18.4944,13.79,149.03,32.14,1017.057,1.404,14.88,0.6839,0.32625
2026-03-23T08:05:00+00:00,32.9177,11.35,172.06,30.1,897.3302,1.6779,14.92,1.1561,0.32625
2026-03-23T08:10:00+00:00,23.2969,15.91,160.19,24.83,986.0266,1.1038,14.89,1.6348,0.32625
2026-03-23T08:15:00+00:00,34.0775,19.24,203.32,27.98,446.9648,3.6228,14.8,1.4567,0.32625
2026-03-23T08:20:00+00:00,21.1536,14.7,259.17,28.87,756.616,3.2826,14.33,1.8585,0.32625
2026-03-23T08:25:00+00:00,25.9826,26.27,204.77,30.51,1279.557,4.3331,15.16,1.8152,0.32625
2026-03-23T08:30:00+00:00,38.5914,20.38,109.09,32.86,1340.4621,1.3379,15.0,1.3938,0.32625
2026-03-23T08:35:00+00:00,17.8911,21.89,115.21,22.24,1394.0286,4.4051,14.64,1.2283,0.32625
2026-03-23T08:40:00+00:00,12.8485,20.06,160.13,17.45,1152.7044,0.728,15.03,1.0164,0.32625
2026-03-23T08:45:00+00:00,31.9549,23.87,166.1,28.31,478.4699,0.7768,14.84,1.1612,0.32625
2026-03-23T08:50:00+00:00,19.2745,14.36,99.81,15.49,883.7355,0.4276,14.85,1.1814,0.32625
2026-03-23T08:55:00+00:00,24.1111,10.0,215.69,25.45,1373.651,2.0184,14.78,1.1259,0.32625
2026-03-23T09:00:00+00:00,19.5757,14.64,123.96,23.1,1403.7535,4.4048,15.04,1.0094,0.32625
2026-03-23T09:05:00+00:00,24.7001,18.25,241.59,30.11,1338.6518,0.7957,14.77,1.4053,0.32625
2026-03-23T09:10:00+00:00,17.388,16.79,256.52,40.55,938.9268,1.0466,14.71,1.7938,0.32625
2026-03-23T09:15:00+00:00,22.0115,17.23,162.18,13.05,671.3459,1.568,15.16,1.5648,0.32625
2026-03-23T09:20:00+00:00,25.7901,21.0,193.51,42.59,987.832,3.1457,14.9,1.1881,0.32625
2026-03-23T09:25:00+00:00,17.0413,17.62,117.32,25.04,1001.6917,1.0447,14.9,1.5891,0.32625
2026-03-23T09:30:00+00:00,18.8907,19.12,201.94,29.1,1389.3811,0.9332,15.07,1.3888,0.32625
2026-03-23T09:35:00+00:00,21.0069,12.86,150.78,16.76,1054.9377,0.6908,14.8,1.2726,0.32625
2026-03-23T09:40:00+00:00,14.5183,12.3,123.92,33.65,1002.1602,0.8566,14.84,1.2539,0.32625
2026-03-23T09:45:00+00:00,20.5558,22.05,160.3,26.96,1016.3637,4.3549,14.99,1.2249,0.32625
2026-03-23T09:50:00+00:00,23.8039,16.61,152.26,26.24,1097.9546,2.1819,14.62,1.4802,0.32625
2026-03-23T09:55:00+00:00,20.6939,14.0,158.67,13.11,1154.5999,0.5203,14.97,1.3268,0.32625
2026-03-23T10:00:00+00:00,19.9717,12.76,210.51,25.82,758.8656,4.4723,14.78,1.0415,0.32625
2026-03-23T10:05:00+00:00,21.4806,12.66,131.39,31.22,675.5949,0.8296,15.1,1.0269,0.32625
2026-03-23T10:10:00+00:00,17.6655,12.45,246.32,23.65,1282.6396,4.8399,15.04,1.3518,0.32625
2026-03-23T10:15:00+00:00,25.7464,10.38,106.78,33.52,529.7397,4.8072,15.01,1.3886,0.32625
2026-03-23T10:20:00+00:00,30.2159,10.0,240.86,33.23,1349.4369,2.112,14.61,1.1661,0.32625
2026-03-23T10:25:00+00:00,18.8137,14.3,120.85,20.81,462.3303,0.9971,14.91,0.9204,0.32625
2026-03-23T10:30:00+00:00,24.5112,12.87,167.15,36.47,793.8647,6.579,14.69,1.6353,0.32625
2026-03-23T10:35:00+00:00,20.1623,18.99,144.85,25.62,1182.9635,2.7746,14.92,1.5716,0.32625
2026-03-23T10:40:00+00:00,23.7929,16.06,151.53,25.65,940.0855,1.3522,14.47,0.6638,0.32625
2026-03-23T10:45:00+00:00,30.9947,15.96,203.74,25.99,610.8808,3.9123,14.62,1.6619,0.32625
2026-03-23T10:50:00+00:00,24.652,12.32,235.59,25.79,1046.607,3.4046,15.17,1.1973,0.32625
2026-03-23T10:55:00+00:00,10.9595,14.56,221.49,6.89,956.7511,4.6219,15.0,1.317,0.32625
2026-03-23T11:00:00+00:00,22.5875,14.85,141.41,22.41,818.4573,0.6753,14.86,1.5725,0.32625
2026-03-23T11:05:00+00:00,27.2607,16.13,168.27,14.16,716.4888,2.6369,14.75,1.7268,0.32625
2026-03-23T11:10:00+00:00,18.5339,13.21,124.21,35.09,863.8178,0.3717,14.71,1.5319,0.32625
2026-03-23T11:15:00+00:00,25.8373,17.44,114.65,34.81,726.9889,3.3327,14.97,1.3034,0.32625
2026-03-23T11:20:00+00:00,15.7228,13.58,107.6,29.67,1481.1025,1.9541,14.86,0.8184,0.32625
2026-03-23T11:25:00+00:00,10.9503,16.41,139.91,22.04,812.465,2.562,15.24,0.6232,0.32625
2026-03-23T11:30:00+00:00,20.7105,11.79,171.25,16.65,779.0301,1.7073,14.89,1.4945,0.32625
2026-03-23T11:35:00+00:00,9.3246,10.0,72.69,19.11,737.0603,1.498,14.94,1.6337,0.32625
2026-03-23T11:40:00+00:00,18.4249,14.52,157.75,37.31,1316.707,0.2635,14.65,0.9867,0.32625
2026-03-23T11:45:00+00:00,27.5846,16.16,229.0,18.86,462.7026,3.5809,14.86,1.1501,0.32625
2026-03-23T11:50:00+00:00,8.4049,15.62,211.03,7.22,962.3274,4.9794,14.96,1.0639,0.32625
2026-03-23T11:55:00+00:00,12.1865,15.07,133.18,30.92,812.6468,0.8867,14.85,1.0559,0.32625
2026-03-23T12:00:00+00:00,11.8078,10.75,88.3,32.5,444.15,3.1071,14.83,1.5225,0.32625
2026-03-23T12:05:00+00:00,17.6201,10.0,172.97,33.61,595.2309,2.8644,14.99,1.2655,0.32625
2026-03-23T12:10:00+00:00,15.8057,13.99,46.33,29.27,879.2385,2.0162,15.23,1.1312,0.32625
2026-03-23T12:15:00+00:00,26.3948,13.54,202.62,30.41,583.9017,1.0532,14.96,1.9973,0.32625
2026-03-23T12:20:00+00:00,23.7261,10.0,142.26,22.37,864.891,0.6032,15.16,0.7697,0.32625
2026-03-23T12:25:00+00:00,20.9716,15.99,235.51,7.47,1232.2883,0.438,15.05,1.3644,0.32625
2026-03-23T12:30:00+00:00,18.8738,10.0,73.25,22.2,842.6502,2.278,15.14,0.8853,0.32625
2026-03-23T12:35:00+00:00,20.3594,10.0,193.87,26.35,436.6219,4.8161,14.81,1.1528,0.32625
2026-03-23T12:40:00+00:00,12.8281,17.89,147.42,21.05,588.3009,2.7354,14.89,1.2446,0.32625
2026-03-23T12:45:00+00:00,23.1433,15.13,136.9,20.73,728.6486,1.9401,14.89,1.4534,0.32625
2026-03-23T12:50:00+00:00,11.3277,10.71,89.54,15.25,711.9412,2.3805,15.04,1.1216,0.32625
2026-03-23T12:55:00+00:00,23.0123,13.03,179.17,14.99,838.0035,1.6477,15.09,1.0899,0.32625
2026-03-23T13:00:00+00:00,23.2534,11.0,174.96,33.16,805.6414,1.9953,14.95,1.0852,0.32625
2026-03-23T13:05:00+00:00,17.4017,10.0,225.53,33.41,1160.1627,5.941,15.1,0.845,0.32625
2026-03-23T13:10:00+00:00,15.0792,10.0,190.1,20.27,726.6008,0.6027,14.81,1.3586,0.32625
2026-03-23T13:15:00+00:00,18.5384,10.26,117.05,22.26,439.4821,3.7276,15.1,1.2533,0.32625
2026-03-23T13:20:00+00:00,0.1,10.0,98.36,13.43,1015.9822,1.0402,15.13,1.2995,0.32625
2026-03-23T13:25:00+00:00,17.9501,11.34,81.73,24.79,1043.2868,2.1105,15.06,1.1481,0.32625
2026-03-23T13:30:00+00:00,15.4564,14.51,211.31,32.61,785.6414,4.4294,14.95,1.1111,0.32625
2026-03-23T13:35:00+00:00,15.8327,10.0,108.65,9.59,665.9321,1.3081,15.07,1.5216,0.32625
2026-03-23T13:40:00+00:00,20.3757,10.0,211.63,23.54,883.1673,0.6198,14.75,1.4755,0.32625
2026-03-23T13:45:00+00:00,15.6879,11.62,168.08,24.06,674.7607,4.8361,14.97,1.5934,0.32625
